episode,start_tick,reward,success_rate,lost,critical_lost,relocations,preemptive,sla,protected,energy,infeasible
220,464,-47.7779,0.5500,16,7,74,72,1,3,1896.36,1
221,462,-11.1246,0.7250,11,5,80,78,0,9,1929.95,2
222,181,3.7885,0.7500,9,4,75,75,2,5,2221.69,0
223,480,-34.4086,0.6250,14,6,78,76,1,6,1871.36,0
224,201,-21.3514,0.6750,13,5,77,77,1,4,2091.29,1
225,220,2.2828,0.7250,8,3,79,77,4,9,2174.85,0
226,316,8.8362,0.7750,7,3,83,82,5,14,2202.02,1
227,315,-28.1986,0.6500,14,3,78,78,1,9,2028.04,2
228,170,12.5107,0.7750,7,4,81,79,3,8,2272.61,0
229,15,10.5359,0.7750,7,3,85,83,2,15,2189.47,0
230,209,-14.6016,0.7000,11,5,79,78,2,1,2107.14,2
231,257,0.8771,0.7500,9,4,79,77,4,12,2210.29,3
232,54,19.1740,0.8000,6,3,78,78,2,15,2217.62,2
233,186,-0.5439,0.7500,10,4,77,76,3,5,2263.60,0
234,369,-6.6480,0.7250,10,0,89,87,3,17,2108.27,3
235,87,-3.2712,0.7500,9,5,83,83,1,14,2220.32,3
236,98,-4.9975,0.7250,10,3,76,76,5,10,2147.90,1
237,388,-37.0658,0.6250,15,5,71,71,1,5,1852.03,1
238,261,-5.6376,0.7250,9,4,84,84,1,4,2168.59,0
239,124,0.8542,0.7250,9,0,82,82,2,16,2159.97,7
240,33,1.2439,0.7750,8,4,91,91,2,9,2305.56,2
241,344,-42.3707,0.6250,15,6,81,81,1,11,2081.15,1
242,268,-12.4697,0.7250,11,4,87,87,1,5,2030.89,1
243,99,8.2392,0.8000,7,3,90,89,2,19,2297.08,0
244,384,-58.0321,0.5750,17,7,77,77,0,4,1768.55,0
245,323,-29.5196,0.6500,14,3,75,75,1,7,2062.14,3
246,440,-18.3483,0.7000,11,5,84,82,1,10,1989.84,4
247,44,9.0641,0.7750,8,4,76,76,3,10,2165.75,0
248,320,-16.0135,0.7000,11,4,89,86,1,13,2090.03,2
249,112,12.2795,0.8000,7,3,85,84,2,19,2268.08,5
250,159,-23.0758,0.6750,12,6,74,74,1,9,1996.73,1
251,481,-10.4160,0.7000,10,2,84,81,1,9,1974.21,2
252,195,-5.2702,0.7250,11,3,70,70,2,4,2020.13,0
253,164,-17.6670,0.6750,12,4,73,72,2,6,2134.99,1
254,483,0.8787,0.7500,9,3,79,74,1,12,2137.93,1
255,468,-19.9363,0.7000,12,7,76,74,3,8,2011.94,2
256,300,-22.0971,0.6500,12,5,77,77,2,5,2132.47,3
257,27,-31.2837,0.6500,14,5,79,77,0,4,1988.97,0
258,190,12.9344,0.7500,7,3,78,78,2,11,2331.14,0
259,263,-6.5076,0.7250,11,5,74,74,1,1,2023.63,3
260,89,-43.6064,0.6250,14,9,80,80,1,7,1944.81,2
261,292,-7.4423,0.7500,10,7,83,83,1,6,2104.93,4
262,221,-9.9046,0.7250,11,3,79,79,3,3,2137.73,1
263,279,-10.5708,0.7000,11,4,77,76,3,4,2051.77,2
264,246,6.0583,0.7500,8,4,78,76,3,5,2204.80,0
265,480,-6.4921,0.7250,10,5,77,70,2,7,1982.95,3
266,94,8.1396,0.7750,7,4,86,86,1,13,2285.41,1
267,148,12.9469,0.8000,8,2,82,81,0,9,2252.10,1
268,172,-50.8428,0.5500,16,8,72,71,0,6,2029.27,4
269,439,-28.3096,0.6500,13,3,79,77,1,5,1981.22,5
270,67,14.6096,0.7750,8,2,75,75,0,10,2213.92,0
271,351,-56.1987,0.5750,17,6,81,79,1,5,1912.39,3
272,381,-27.7893,0.6750,13,6,80,80,2,7,1948.08,3
273,222,-32.0659,0.6500,14,5,79,79,1,2,2000.87,0
274,333,-26.6616,0.6750,12,5,86,85,1,12,1985.83,2
275,337,-18.8942,0.7000,11,6,85,85,1,14,2224.78,4
276,112,-11.2550,0.6750,10,3,82,82,2,16,2152.27,2
277,222,-19.7029,0.6750,11,6,80,80,2,1,2104.50,2
278,239,-20.0804,0.6500,13,5,71,70,1,1,2023.81,1
279,359,-15.6589,0.7000,12,5,76,73,1,12,2094.75,0
280,57,-9.9694,0.7000,10,4,80,80,1,9,2149.81,0
281,124,17.8901,0.7750,7,1,78,78,2,16,2307.37,2
282,301,-18.0205,0.7000,12,5,81,81,1,7,2211.68,2
283,371,-47.9146,0.6000,16,5,79,78,1,7,1837.11,2
284,404,-32.6895,0.6250,14,4,77,75,1,10,1867.39,3
285,237,4.0963,0.7750,8,3,81,80,3,4,2117.61,4
286,266,-6.1754,0.7250,10,5,79,79,1,5,2184.11,1
287,474,-29.8632,0.6500,14,6,76,74,0,6,1865.26,3
288,57,18.0340,0.8000,7,2,80,80,2,11,2238.77,5
289,77,-10.5370,0.7000,10,6,82,82,2,16,2163.70,5
290,436,-17.6662,0.7000,12,5,75,71,1,5,1924.61,0
291,144,-17.2767,0.6750,12,5,78,77,1,15,2164.16,3
292,228,-22.5182,0.6750,13,5,74,74,1,3,2078.09,2
293,250,-23.3062,0.6750,12,7,79,79,1,1,2078.39,0
294,82,3.8812,0.7750,9,5,75,75,1,12,2112.71,6
295,221,-31.5605,0.6750,13,7,78,78,1,1,2050.22,3
296,18,16.9960,0.7750,7,2,76,76,1,12,2175.25,0
297,296,-13.7988,0.7250,10,5,88,87,2,8,2012.25,5
298,53,10.0048,0.7750,7,4,83,82,3,12,2308.72,4
299,332,-18.5042,0.7000,11,5,83,83,1,8,1967.01,2
300,68,17.1868,0.7500,5,2,83,82,4,10,2211.82,3
301,264,-8.2347,0.7500,10,6,82,80,2,6,2200.26,0
302,299,-5.8444,0.7000,10,3,83,83,2,10,2226.37,1
303,288,-46.3875,0.6000,16,6,71,70,3,7,1977.45,2
304,332,-15.5967,0.7000,11,3,82,82,2,13,2131.65,2
305,315,-28.9787,0.6750,13,4,85,85,1,8,2021.90,2
306,95,7.0674,0.7750,8,4,77,76,3,18,2196.41,2
307,64,0.7816,0.7250,7,3,87,87,4,16,2192.49,7
308,148,18.4717,0.7750,8,0,75,75,1,16,2366.05,1
309,64,0.7987,0.7500,9,4,84,84,0,13,2175.82,3
310,375,-37.8498,0.6250,14,8,73,72,1,7,1864.32,2
311,329,-30.5967,0.6500,14,6,75,74,1,8,2021.96,0
312,326,-22.4396,0.6750,13,4,77,76,2,10,2150.26,1
313,280,-34.5576,0.6500,13,9,81,80,0,6,1969.81,1
314,217,-9.0971,0.7000,9,5,83,83,2,3,2112.92,2
315,127,1.2555,0.7500,9,2,80,79,4,18,2187.37,4
316,421,-41.2452,0.6000,16,7,68,68,0,3,1836.47,1
317,208,-9.7822,0.7000,9,5,84,83,4,3,2175.32,3
318,149,-5.0664,0.7250,11,3,73,73,2,12,2087.29,1
319,269,5.0175,0.7250,8,4,72,72,3,3,2091.80,2
320,54,-28.3471,0.6750,13,6,79,79,0,4,1975.97,2
321,186,-9.3198,0.7250,11,3,77,77,2,5,2075.29,3
322,240,-14.7114,0.6500,10,3,74,74,4,0,2024.43,1
323,129,22.0102,0.8250,6,2,80,80,3,14,2232.18,6
324,9,-8.0350,0.7250,10,4,84,84,1,12,2156.58,5
325,378,-20.0864,0.6750,13,4,79,76,0,10,2012.97,4
326,296,-36.6809,0.5750,13,4,76,75,2,9,1948.60,3
327,479,-12.6627,0.7000,12,3,74,71,1,6,2001.65,7
328,315,-36.1566,0.6500,14,7,83,83,0,5,2057.69,3
329,158,-37.7269,0.6250,15,5,76,75,3,7,2070.39,3
330,172,2.8449,0.7000,8,4,77,77,3,5,2292.28,1
331,480,-27.0539,0.6500,13,6,74,68,2,8,1925.80,2
332,13,22.5823,0.8500,6,3,79,78,4,19,2261.82,3
333,134,-1.4705,0.7250,9,4,75,74,2,17,2172.79,2
334,137,16.3061,0.7750,8,1,77,77,2,20,2483.96,1
335,394,-33.8243,0.6500,14,6,81,80,0,3,1889.73,0
336,427,-16.6015,0.6750,12,4,75,74,0,8,1907.64,2
337,185,-6.8422,0.7000,10,3,82,81,1,7,2105.63,1
338,326,-35.9089,0.6250,14,6,79,77,0,8,2043.27,2
339,467,-16.1961,0.7000,11,5,79,72,0,10,1924.36,2
340,116,8.7994,0.8000,8,4,81,80,2,20,2292.87,4
341,300,-28.8109,0.6500,12,7,81,81,2,8,1998.29,5
342,309,-39.6821,0.6500,14,9,78,78,1,5,1991.22,5
343,480,2.0360,0.7750,8,5,84,79,3,11,2087.87,0
344,262,-1.5362,0.6750,9,3,75,75,3,2,2127.71,2
345,169,-16.7301,0.6750,12,4,71,71,2,5,2122.43,2
346,324,-1.4886,0.7500,10,3,79,77,1,10,2228.63,6
347,322,0.5208,0.7250,9,2,78,78,2,13,2128.89,3
348,423,-36.0601,0.6250,14,3,85,82,2,6,1959.71,2
349,421,-5.8646,0.7000,10,3,76,74,1,6,1973.30,1
350,20,26.4013,0.8250,5,2,83,82,3,15,2232.55,1
351,310,-23.5680,0.6750,12,5,85,85,2,8,2039.03,1
352,443,-34.9000,0.6000,14,6,78,77,2,6,1944.07,1
353,345,-31.1875,0.6500,13,8,83,81,1,8,2120.51,3
354,456,-20.1185,0.7000,12,6,79,78,1,6,1907.76,1
355,268,5.0295,0.7750,9,3,80,78,0,8,2180.77,4
356,395,-54.6497,0.5750,17,6,76,75,0,3,1759.30,3
357,93,13.3432,0.8000,7,4,78,77,3,15,2212.22,4
358,142,14.9039,0.8000,8,2,81,81,1,13,2290.83,6
359,313,-26.1906,0.6750,12,6,83,83,1,5,2064.11,4
360,234,-13.3180,0.7000,11,4,77,77,1,0,2030.24,2
361,387,-38.0529,0.6250,14,4,84,84,2,6,1916.15,4
362,204,-21.9835,0.7000,12,4,81,80,4,1,1997.29,2
363,117,7.6282,0.7250,8,2,73,71,2,16,2160.45,1
364,339,-26.4252,0.6750,12,5,85,83,2,13,1990.56,1
365,457,-13.3220,0.7000,12,3,73,66,2,10,1917.04,1
366,404,-43.1487,0.6250,15,7,76,76,0,4,1870.09,2
367,490,-6.9669,0.7250,10,5,79,75,2,7,2102.63,2
368,473,8.6717,0.7250,6,3,82,78,6,16,2108.69,1
369,96,5.5764,0.7750,7,3,88,87,4,18,2345.87,2
370,353,-31.7121,0.6500,14,2,84,83,0,8,1951.82,3
371,142,1.4780,0.7500,10,3,75,73,1,10,2204.45,4
372,352,-0.4344,0.7500,10,1,83,82,1,14,2223.76,2
373,16,2.4043,0.7250,9,2,75,75,2,7,1971.85,2
374,53,3.1112,0.7500,8,3,81,81,2,12,2153.52,1
375,241,-15.0058,0.6750,11,4,75,75,4,1,2025.52,2
376,392,-46.3869,0.6000,16,7,78,77,0,5,1888.69,4
377,214,-21.7754,0.6750,12,6,75,75,1,4,2099.00,2
378,341,-24.6500,0.6500,14,5,75,74,0,9,2068.21,1
379,471,-32.4210,0.6500,14,6,78,76,2,4,1805.32,0
380,151,9.3627,0.7750,9,2,76,72,2,13,2143.79,2
381,52,-18.6155,0.6500,12,4,71,71,1,12,1992.64,1
382,53,-8.9812,0.7250,10,4,83,83,2,12,2088.10,3
383,130,-8.4998,0.6750,11,4,67,66,2,12,2101.04,1
384,96,26.6101,0.8250,5,3,79,79,1,17,2262.09,2
385,78,-1.4069,0.7250,9,3,78,78,3,11,2140.80,4
386,374,-24.1034,0.6750,13,4,83,82,1,8,2080.54,5
387,436,-10.7489,0.7000,12,1,75,73,2,7,2012.59,1
388,124,6.3977,0.7250,8,1,77,77,0,15,2128.60,5
389,15,-7.6488,0.7250,11,5,71,70,0,12,2031.38,3
390,117,-38.9885,0.6250,15,7,77,77,0,8,1953.48,1
391,27,-5.7138,0.7500,10,4,81,80,1,7,2114.09,3
392,213,6.6971,0.7500,8,3,81,79,2,7,2207.09,2
393,49,0.1362,0.7500,9,4,80,79,2,9,2149.79,0
394,245,-2.5578,0.7500,10,5,75,75,1,1,2113.34,3
395,197,11.0900,0.8000,8,2,77,76,3,7,2321.35,5
396,284,-1.8041,0.7500,9,6,81,81,2,7,2153.65,1
397,414,-9.0241,0.6750,11,2,75,75,1,8,1987.42,1
398,426,-29.4041,0.6500,13,3,82,75,1,12,1890.74,2
