update,episode,actor_loss,critic_loss,entropy,approx_kl,clip_frac,explained_var,decision_frac,source_artifact
28,224,-0.0005313081464919378,12.503302156925201,0.23822156433016062,7.304112635127258e-05,0.001666924319579266,0.5822750329971313,0.1538732349872589,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
29,232,-0.00019222985065425746,10.326130092144012,0.25323077011853456,0.00021068186227096893,0.0010900731504079886,0.5947271585464478,0.15386828780174255,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
30,240,0.04175104277674109,10.303869199752807,0.24956943430006504,0.006352154107818855,0.012883446901105345,0.6586000919342041,0.1423589140176773,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
31,248,-0.04727179621986579,16.162258076667786,0.21960928477346897,0.0015350676086465897,0.005965434655081481,0.5631631016731262,0.151062473654747,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
32,256,0.0366614360245876,11.679958820343018,0.2020597606897354,0.006982799423266494,0.030763654413749463,0.6645089387893677,0.16761542856693268,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
33,264,0.02153830681054387,13.66350359916687,0.24613163955509662,0.0046939475122362295,0.00860573347308673,0.6125432252883911,0.16543689370155334,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
34,272,0.04174052971065976,11.233319449424744,0.20495051871985198,0.0006875500072401952,0.006283495784737169,0.6336057782173157,0.1604958176612854,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
35,280,0.04464918160811067,9.357191640138627,0.23332667499780654,0.0018340873743604603,0.009846268116962164,0.6585180759429932,0.1622057408094406,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
36,288,0.03347761681943666,14.657140076160431,0.18492173533886672,-0.0005355933957345682,0.0,0.6489747762680054,0.17197677493095398,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
37,296,-0.005121669395884964,11.500990229845048,0.19231142303906382,-0.00015916876571764327,0.005470913276076317,0.6758744120597839,0.15405921638011932,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
38,304,0.04360744304722175,10.9716162443161,0.20708009228110313,0.0009475563774231296,0.01182367941364646,0.6667369604110718,0.18031319975852966,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
39,312,-0.08021807715995237,11.136256790161132,0.2178740408271551,-0.0025030643836538636,0.006132852705195546,0.6137676239013672,0.16643990576267242,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
40,320,-0.1435711599740898,12.537122404575348,0.188520766235888,-0.003021349783756333,0.012232634471729398,0.6671929359436035,0.184539794921875,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
41,328,-0.00044912926387041807,10.567294120788574,0.19196528661996126,0.0004668088890433693,0.00586307318371837,0.7105587720870972,0.1673397421836853,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
42,336,0.00046946336515247823,11.218828630447387,0.1877923671156168,0.0011511567713601955,0.00032299246231559664,0.6708190441131592,0.1717076301574707,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
43,344,-6.05943423579447e-05,9.166544735431671,0.1894748331978917,0.0003799635561560037,0.0009517391190456692,0.7010692358016968,0.1922236531972885,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
44,352,0.0005628319398965686,9.665131682157517,0.15318307653069496,-1.2829438180573387e-05,0.0009197033126838505,0.6828373074531555,0.18519113957881927,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
45,360,-0.00388778829947114,11.503624939918518,0.19189803302288055,-7.0693839624769165e-06,0.00028363485471345485,0.6788161993026733,0.18097637593746185,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
46,368,0.004426896005315939,12.87149419784546,0.17303112391382455,-8.94657817896105e-05,0.004219552522408776,0.666565477848053,0.18212255835533142,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
47,376,-0.09461770224152133,10.238610744476318,0.16930644353851676,-0.0021089111306064725,0.0020690296776592733,0.6442057490348816,0.17255277931690216,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
48,384,-0.0004650197515729815,8.639627993106842,0.18044678680598736,-8.764418908202391e-05,0.0009569266148901079,0.6674154996871948,0.17316919565200806,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
49,392,-0.00018284725229023024,8.689069151878357,0.1764248088002205,-0.0001580498801035113,0.0010969374561682343,0.7260538339614868,0.17118750512599945,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
50,400,0.02071260687080212,9.70444318652153,0.1474026694893837,0.0002121612982904919,0.000451799517031759,0.7013230323791504,0.17979830503463745,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
51,408,0.05023980687838048,12.577357769012451,0.18507492393255234,-0.0008606643853732888,0.0021142162091564386,0.6628950834274292,0.1857188194990158,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
52,416,-0.0006469033833127469,13.437204420566559,0.16938359290361404,0.00020555845806312888,0.0014977278406149708,0.6531628966331482,0.19430051743984222,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
53,424,-0.0001319088969466975,9.469724297523499,0.18373400252312422,7.213149514781816e-05,4.575402635964565e-05,0.7115175127983093,0.17216266691684723,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
54,432,-0.0005387600031099282,10.922085464000702,0.1911253659054637,-4.1225214552803244e-05,0.0,0.688636839389801,0.17695263028144836,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
55,440,3.800161721301265e-05,8.799770593643188,0.17125047370791435,-1.570460234768395e-05,0.0,0.7003767490386963,0.1935596466064453,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
56,448,-0.05507019425858743,10.539480066299438,0.16940069925040008,-0.0003448598137087477,0.0,0.6192615032196045,0.18105530738830566,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
57,456,-0.00042709471426860546,10.042606472969055,0.16311506275087595,0.00018782331996865242,0.0,0.6283942461013794,0.17955119907855988,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
58,464,0.20294840265996755,12.605620098114013,0.14668994382955133,0.00011686119219494785,0.0,0.6585995554924011,0.18962109088897705,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
59,472,0.007870959688443691,8.517192804813385,0.1596358684822917,0.00042065841907217293,0.0002786436700262129,0.7211081385612488,0.18411274254322052,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
60,480,-0.00011799667845480144,10.7649644613266,0.16684776823967695,3.689771732703906e-05,0.0,0.6407725811004639,0.16928933560848236,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
61,488,-0.0017358467332087458,9.14236626625061,0.18759908340871334,-0.0004207985298827821,0.0005021418357500807,0.7055292129516602,0.1737590879201889,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
62,496,-0.02817590786726214,9.09289209842682,0.15416694176383317,0.00020424346185170527,0.0,0.6623650789260864,0.17240838706493378,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
63,504,0.08006553781451657,8.315272176265717,0.1604182168841362,-0.00033239367836325197,0.0,0.705482006072998,0.18357734382152557,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
64,512,-0.03937855539406883,8.536466717720032,0.1679733246564865,-0.006835789147658267,0.0,0.7110151052474976,0.1723477691411972,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
65,520,-0.02516994110774249,8.978218269348144,0.17361639980226756,1.3383821698287334e-05,0.0,0.7441394329071045,0.19593730568885803,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
66,528,2.8486974770203233e-06,8.672106802463531,0.19032347854226828,3.754940195554134e-05,0.0,0.7257378101348877,0.16800126433372498,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
67,536,0.00014551191350165027,9.880889892578125,0.16942728497087955,-6.415756070281275e-05,0.0,0.6651939749717712,0.18402956426143646,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
68,544,-3.2294352422468364e-05,7.33966127038002,0.17042027227580547,-3.4104660748664195e-05,0.0,0.735060453414917,0.1608218252658844,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
69,552,0.00014782787184230983,8.131029337644577,0.16448788437992334,-2.547422130967994e-05,0.0,0.7324442267417908,0.17835868895053864,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
70,560,0.04675306506833295,9.446387600898742,0.15085007958114147,0.00025905521578107325,0.0,0.7246617078781128,0.17859649658203125,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
71,568,0.0041970971273258325,8.58736401796341,0.15548275094479322,-5.7333742141358474e-05,0.0,0.6650856137275696,0.2038048803806305,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
72,576,0.03734159003943205,6.261503869295121,0.134154699370265,1.557405077934615e-05,0.0,0.7582921385765076,0.17519746720790863,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
73,584,0.00017117898096330464,7.692428380250931,0.16550475545227528,-6.86274711662882e-06,0.0,0.6900084018707275,0.17396874725818634,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
74,592,-0.06596590471745004,7.996997809410095,0.14221018059179186,0.00011998636653742789,0.0,0.7231810688972473,0.17553259432315826,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
75,600,-0.0310483809444122,5.770973029732704,0.1379595492966473,7.950058649033865e-06,0.0,0.7409343719482422,0.17668886482715607,python-ai/saved_models/marl/SPRINT_7_PHASE5_risk_trajectory_main.json (recorded_stats)
