time,nodeId,cpu,ram,bandwidth,energy,runningTasks,active,degraded,linkUp,linkBandwidthMbps,linkLatencyMs,linkPacketLoss,underAttack,willFailSoon
83.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
84.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
84.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
84.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
85.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
85.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
85.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
86.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
86.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
86.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
87.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
87.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
87.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
88.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
88.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
88.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
89.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
89.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
89.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
90.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
90.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
90.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
91.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
91.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
91.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
92.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
92.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
92.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
93.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
93.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
93.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
94.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
94.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
94.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
95.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
95.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
95.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
96.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
96.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
96.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
97.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
97.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
97.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
98.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
98.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
98.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
99.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
99.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
99.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
100.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
100.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
100.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
101.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
101.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
101.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
102.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
102.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
102.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
103.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
103.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
103.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
104.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
104.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
104.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
105.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
105.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
105.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
106.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
106.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
106.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
107.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
107.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
107.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
108.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
108.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
108.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
109.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
109.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
109.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
110.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
110.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
110.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
111.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
111.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
111.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
112.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
112.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
112.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
113.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
113.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
113.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
114.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
114.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
114.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
115.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
115.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
115.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
116.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
116.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
116.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
117.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
117.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
117.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
118.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
118.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
118.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
119.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
119.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
119.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
120.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
120.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
120.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
121.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
121.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
121.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
122.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
122.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
122.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
123.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
123.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
123.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
124.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
124.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
124.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
125.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
125.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
125.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
126.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
126.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
126.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
127.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
127.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
127.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
128.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
128.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
128.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
129.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
129.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
129.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
130.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
130.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
130.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
131.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
131.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
131.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
132.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
132.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
132.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
133.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
133.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
133.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
134.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
134.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
134.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
135.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
135.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
135.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
136.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
136.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
136.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
137.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
137.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
137.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
138.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
138.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
138.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
139.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
139.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
139.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
140.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
140.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
140.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
141.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
141.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
141.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
142.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
142.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
142.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
143.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
143.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
143.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
144.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
144.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
144.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
145.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
145.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
145.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
146.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
146.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
146.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
147.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
147.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
147.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
148.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
148.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
148.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
149.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
149.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
149.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
150.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
150.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
150.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
151.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
151.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
151.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
152.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
152.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
152.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
153.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
153.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
153.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
154.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
154.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
154.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
155.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
155.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
155.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
156.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
156.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
156.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
157.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
157.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
157.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
158.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
158.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
158.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
159.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
159.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
159.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
160.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
160.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
160.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
161.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
161.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
161.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
162.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
162.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
162.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
163.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
163.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
163.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
164.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
164.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
164.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,0
165.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
165.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
165.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,1
166.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
166.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
166.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,1
167.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
167.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
167.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,1
168.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
168.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
168.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,1
169.10,0,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
169.10,1,50.0000,25.0000,2.0000,0.0000,2,0,0,0,0.0000,9999.0000,100.0000,0,0
169.10,2,50.0000,25.0000,2.0000,0.0000,2,0,0,1,100.0000,10.0000,0.0000,0,1
