nodeId,time,predicted_failure_risk,prediction_uncertainty
8,304.100000,0.042553,0.000000
9,304.100000,0.063111,0.000000
0,305.100000,0.042553,0.000000
1,305.100000,0.080386,0.000000
2,305.100000,0.080385,0.000000
3,305.100000,0.957749,0.000000
4,305.100000,0.014580,0.000000
5,305.100000,0.042554,0.000000
6,305.100000,0.014561,0.000000
7,305.100000,0.042553,0.000000
8,305.100000,0.042553,0.000000
9,305.100000,0.053479,0.000000
0,306.100000,0.042553,0.000000
1,306.100000,0.080386,0.000000
2,306.100000,0.080386,0.000000
3,306.100000,0.957658,0.000000
4,306.100000,0.014561,0.000000
5,306.100000,0.042553,0.000000
6,306.100000,0.014554,0.000000
7,306.100000,0.042553,0.000000
8,306.100000,0.042553,0.000000
9,306.100000,0.051450,0.000000
0,307.100000,0.042553,0.000000
1,307.100000,0.080386,0.000000
2,307.100000,0.080385,0.000000
3,307.100000,0.957605,0.000000
4,307.100000,0.014555,0.000000
5,307.100000,0.042553,0.000000
6,307.100000,0.014554,0.000000
7,307.100000,0.042553,0.000000
8,307.100000,0.042553,0.000000
9,307.100000,0.052283,0.000000
0,308.100000,0.042553,0.000000
1,308.100000,0.080385,0.000000
2,308.100000,0.080386,0.000000
3,308.100000,0.957619,0.000000
4,308.100000,0.014550,0.000000
5,308.100000,0.042553,0.000000
6,308.100000,0.014571,0.000000
7,308.100000,0.042553,0.000000
8,308.100000,0.042553,0.000000
9,308.100000,0.052781,0.000000
0,309.100000,0.042553,0.000000
1,309.100000,0.080386,0.000000
2,309.100000,0.080386,0.000000
3,309.100000,0.957598,0.000000
4,309.100000,0.014555,0.000000
5,309.100000,0.042553,0.000000
6,309.100000,0.014577,0.000000
7,309.100000,0.042553,0.000000
8,309.100000,0.042553,0.000000
9,309.100000,0.053505,0.000000
0,310.100000,0.049271,0.000000
1,310.100000,0.059833,0.000000
2,310.100000,0.049280,0.000000
3,310.100000,0.042554,0.000000
4,310.100000,0.014550,0.000000
5,310.100000,0.059833,0.000000
6,310.100000,0.080385,0.000000
7,310.100000,0.080386,0.000000
8,310.100000,0.080385,0.000000
9,310.100000,0.042553,0.000000
0,311.100000,0.049297,0.000000
1,311.100000,0.059833,0.000000
2,311.100000,0.049286,0.000000
3,311.100000,0.042554,0.000000
4,311.100000,0.014561,0.000000
5,311.100000,0.059833,0.000000
6,311.100000,0.080385,0.000000
7,311.100000,0.080385,0.000000
8,311.100000,0.080386,0.000000
9,311.100000,0.042553,0.000000
0,312.100000,0.049295,0.000000
1,312.100000,0.059833,0.000000
2,312.100000,0.049281,0.000000
3,312.100000,0.042554,0.000000
4,312.100000,0.014581,0.000000
5,312.100000,0.059833,0.000000
6,312.100000,0.080386,0.000000
7,312.100000,0.080386,0.000000
8,312.100000,0.080385,0.000000
9,312.100000,0.042553,0.000000
0,313.100000,0.049288,0.000000
1,313.100000,0.059834,0.000000
2,313.100000,0.049277,0.000000
3,313.100000,0.042554,0.000000
4,313.100000,0.014595,0.000000
5,313.100000,0.059833,0.000000
6,313.100000,0.080385,0.000000
7,313.100000,0.080387,0.000000
8,313.100000,0.080386,0.000000
9,313.100000,0.042553,0.000000
0,314.100000,0.049290,0.000000
1,314.100000,0.059833,0.000000
2,314.100000,0.049275,0.000000
3,314.100000,0.042554,0.000000
4,314.100000,0.014567,0.000000
5,314.100000,0.059833,0.000000
6,314.100000,0.080385,0.000000
7,314.100000,0.080385,0.000000
8,314.100000,0.080386,0.000000
9,314.100000,0.042553,0.000000
0,315.100000,0.049281,0.000000
1,315.100000,0.059833,0.000000
2,315.100000,0.049323,0.000000
3,315.100000,0.042553,0.000000
4,315.100000,0.014556,0.000000
5,315.100000,0.059834,0.000000
6,315.100000,0.080387,0.000000
7,315.100000,0.080386,0.000000
8,315.100000,0.080386,0.000000
9,315.100000,0.042553,0.000000
0,316.100000,0.049278,0.000000
1,316.100000,0.059833,0.000000
2,316.100000,0.049313,0.000000
3,316.100000,0.042553,0.000000
4,316.100000,0.014551,0.000000
5,316.100000,0.059833,0.000000
6,316.100000,0.080385,0.000000
7,316.100000,0.080386,0.000000
8,316.100000,0.080387,0.000000
9,316.100000,0.042553,0.000000
0,317.100000,0.049274,0.000000
1,317.100000,0.059833,0.000000
2,317.100000,0.049300,0.000000
3,317.100000,0.042553,0.000000
4,317.100000,0.014555,0.000000
5,317.100000,0.059833,0.000000
6,317.100000,0.080386,0.000000
7,317.100000,0.080385,0.000000
8,317.100000,0.080384,0.000000
9,317.100000,0.042553,0.000000
0,318.100000,0.049272,0.000000
1,318.100000,0.059833,0.000000
2,318.100000,0.049289,0.000000
3,318.100000,0.042553,0.000000
4,318.100000,0.014571,0.000000
5,318.100000,0.059833,0.000000
6,318.100000,0.080386,0.000000
7,318.100000,0.080386,0.000000
8,318.100000,0.080386,0.000000
9,318.100000,0.042553,0.000000
0,319.100000,0.049264,0.000000
1,319.100000,0.059833,0.000000
2,319.100000,0.049293,0.000000
3,319.100000,0.042553,0.000000
4,319.100000,0.014588,0.000000
5,319.100000,0.059833,0.000000
6,319.100000,0.080386,0.000000
7,319.100000,0.080386,0.000000
8,319.100000,0.080385,0.000000
9,319.100000,0.042553,0.000000
0,320.100000,0.059833,0.000000
1,320.100000,0.014571,0.000000
2,320.100000,0.014564,0.000000
3,320.100000,0.059838,0.000000
4,320.100000,0.042553,0.000000
5,320.100000,0.049280,0.000000
6,320.100000,0.042553,0.000000
7,320.100000,0.014555,0.000000
8,320.100000,0.014549,0.000000
9,320.100000,0.080369,0.000000
0,321.100000,0.059833,0.000000
1,321.100000,0.014573,0.000000
2,321.100000,0.014559,0.000000
3,321.100000,0.059838,0.000000
4,321.100000,0.042553,0.000000
5,321.100000,0.049284,0.000000
6,321.100000,0.042553,0.000000
7,321.100000,0.014553,0.000000
8,321.100000,0.014559,0.000000
9,321.100000,0.080371,0.000000
0,322.100000,0.059833,0.000000
1,322.100000,0.014566,0.000000
2,322.100000,0.014569,0.000000
3,322.100000,0.059838,0.000000
4,322.100000,0.042553,0.000000
5,322.100000,0.049288,0.000000
6,322.100000,0.042553,0.000000
7,322.100000,0.014554,0.000000
8,322.100000,0.014562,0.000000
9,322.100000,0.080401,0.000000
0,323.100000,0.059833,0.000000
1,323.100000,0.014578,0.000000
2,323.100000,0.014560,0.000000
3,323.100000,0.059838,0.000000
4,323.100000,0.042553,0.000000
5,323.100000,0.049293,0.000000
6,323.100000,0.042553,0.000000
7,323.100000,0.014565,0.000000
8,323.100000,0.014562,0.000000
9,323.100000,0.080377,0.000000
0,324.100000,0.059833,0.000000
1,324.100000,0.014569,0.000000
2,324.100000,0.014569,0.000000
3,324.100000,0.059839,0.000000
4,324.100000,0.042553,0.000000
5,324.100000,0.049287,0.000000
6,324.100000,0.042553,0.000000
7,324.100000,0.014575,0.000000
8,324.100000,0.014555,0.000000
9,324.100000,0.080375,0.000000
0,325.100000,0.059833,0.000000
1,325.100000,0.014569,0.000000
2,325.100000,0.014592,0.000000
3,325.100000,0.059839,0.000000
4,325.100000,0.042553,0.000000
5,325.100000,0.049288,0.000000
6,325.100000,0.042553,0.000000
7,325.100000,0.014571,0.000000
8,325.100000,0.014566,0.000000
9,325.100000,0.080374,0.000000
0,326.100000,0.059833,0.000000
1,326.100000,0.014557,0.000000
2,326.100000,0.014576,0.000000
3,326.100000,0.059839,0.000000
4,326.100000,0.042553,0.000000
5,326.100000,0.049288,0.000000
6,326.100000,0.042553,0.000000
7,326.100000,0.014566,0.000000
8,326.100000,0.014560,0.000000
9,326.100000,0.080374,0.000000
0,327.100000,0.059833,0.000000
1,327.100000,0.014555,0.000000
2,327.100000,0.014559,0.000000
3,327.100000,0.059839,0.000000
4,327.100000,0.042553,0.000000
5,327.100000,0.049294,0.000000
6,327.100000,0.042553,0.000000
7,327.100000,0.014589,0.000000
8,327.100000,0.014554,0.000000
9,327.100000,0.080374,0.000000
0,328.100000,0.059833,0.000000
1,328.100000,0.014553,0.000000
2,328.100000,0.014556,0.000000
3,328.100000,0.059839,0.000000
4,328.100000,0.042553,0.000000
5,328.100000,0.049279,0.000000
6,328.100000,0.042553,0.000000
7,328.100000,0.014614,0.000000
8,328.100000,0.014560,0.000000
9,328.100000,0.080375,0.000000
0,329.100000,0.059833,0.000000
1,329.100000,0.014567,0.000000
2,329.100000,0.014552,0.000000
3,329.100000,0.059839,0.000000
4,329.100000,0.042553,0.000000
5,329.100000,0.049276,0.000000
6,329.100000,0.042553,0.000000
7,329.100000,0.014596,0.000000
8,329.100000,0.014568,0.000000
9,329.100000,0.080380,0.000000
0,330.100000,0.080386,0.000000
1,330.100000,0.042553,0.000000
2,330.100000,0.042553,0.000000
3,330.100000,0.080369,0.000000
4,330.100000,0.059833,0.000000
5,330.100000,0.080386,0.000000
6,330.100000,0.014574,0.000000
7,330.100000,0.059833,0.000000
8,330.100000,0.059833,0.000000
9,330.100000,0.014541,0.000000
0,331.100000,0.080386,0.000000
1,331.100000,0.042553,0.000000
2,331.100000,0.042553,0.000000
3,331.100000,0.080368,0.000000
4,331.100000,0.059833,0.000000
5,331.100000,0.080385,0.000000
6,331.100000,0.014564,0.000000
7,331.100000,0.059833,0.000000
8,331.100000,0.059833,0.000000
9,331.100000,0.014566,0.000000
0,332.100000,0.080385,0.000000
1,332.100000,0.042553,0.000000
2,332.100000,0.042553,0.000000
3,332.100000,0.080368,0.000000
4,332.100000,0.059833,0.000000
5,332.100000,0.080385,0.000000
6,332.100000,0.014559,0.000000
7,332.100000,0.059833,0.000000
8,332.100000,0.059833,0.000000
9,332.100000,0.014565,0.000000
0,333.100000,0.080386,0.000000
1,333.100000,0.042553,0.000000
2,333.100000,0.042553,0.000000
3,333.100000,0.080368,0.000000
4,333.100000,0.059833,0.000000
5,333.100000,0.080385,0.000000
6,333.100000,0.014570,0.000000
7,333.100000,0.059833,0.000000
8,333.100000,0.059833,0.000000
9,333.100000,0.014578,0.000000
0,334.100000,0.080386,0.000000
1,334.100000,0.042553,0.000000
2,334.100000,0.042553,0.000000
3,334.100000,0.080368,0.000000
4,334.100000,0.059833,0.000000
5,334.100000,0.080387,0.000000
6,334.100000,0.014584,0.000000
7,334.100000,0.059833,0.000000
8,334.100000,0.059833,0.000000
9,334.100000,0.014573,0.000000
0,335.100000,0.080386,0.000000
1,335.100000,0.042553,0.000000
2,335.100000,0.042553,0.000000
3,335.100000,0.080370,0.000000
4,335.100000,0.059833,0.000000
5,335.100000,0.080386,0.000000
6,335.100000,0.014594,0.000000
7,335.100000,0.059834,0.000000
8,335.100000,0.059833,0.000000
9,335.100000,0.014564,0.000000
0,336.100000,0.080387,0.000000
1,336.100000,0.042553,0.000000
2,336.100000,0.042553,0.000000
3,336.100000,0.080397,0.000000
4,336.100000,0.059833,0.000000
5,336.100000,0.080386,0.000000
6,336.100000,0.014577,0.000000
7,336.100000,0.059833,0.000000
8,336.100000,0.059833,0.000000
9,336.100000,0.014577,0.000000
0,337.100000,0.080385,0.000000
1,337.100000,0.042553,0.000000
2,337.100000,0.042553,0.000000
3,337.100000,0.080377,0.000000
4,337.100000,0.059833,0.000000
5,337.100000,0.080385,0.000000
6,337.100000,0.014555,0.000000
7,337.100000,0.059833,0.000000
8,337.100000,0.059833,0.000000
9,337.100000,0.014578,0.000000
0,338.100000,0.080385,0.000000
1,338.100000,0.042553,0.000000
2,338.100000,0.042553,0.000000
3,338.100000,0.080374,0.000000
4,338.100000,0.059833,0.000000
5,338.100000,0.080385,0.000000
6,338.100000,0.014556,0.000000
7,338.100000,0.059833,0.000000
8,338.100000,0.059834,0.000000
9,338.100000,0.014564,0.000000
0,339.100000,0.080386,0.000000
1,339.100000,0.042553,0.000000
2,339.100000,0.042553,0.000000
3,339.100000,0.080374,0.000000
4,339.100000,0.059833,0.000000
5,339.100000,0.080386,0.000000
6,339.100000,0.014580,0.000000
7,339.100000,0.059833,0.000000
8,339.100000,0.059833,0.000000
9,339.100000,0.014562,0.000000
0,340.100000,0.014559,0.000000
1,340.100000,0.014582,0.000000
2,340.100000,0.059833,0.000000
3,340.100000,0.142228,0.000000
4,340.100000,0.080386,0.000000
5,340.100000,0.014579,0.000000
6,340.100000,0.059833,0.000000
7,340.100000,0.080386,0.000000
8,340.100000,0.049282,0.000000
9,340.100000,0.059833,0.000000
0,341.100000,0.014573,0.000000
1,341.100000,0.014593,0.000000
2,341.100000,0.059833,0.000000
3,341.100000,0.111813,0.000000
4,341.100000,0.080385,0.000000
5,341.100000,0.014596,0.000000
6,341.100000,0.059833,0.000000
7,341.100000,0.080385,0.000000
8,341.100000,0.049281,0.000000
9,341.100000,0.059833,0.000000
0,342.100000,0.014528,0.000000
1,342.100000,0.014585,0.000000
2,342.100000,0.059833,0.000000
3,342.100000,0.088520,0.000000
4,342.100000,0.080386,0.000000
5,342.100000,0.014578,0.000000
6,342.100000,0.059833,0.000000
7,342.100000,0.080385,0.000000
8,342.100000,0.049278,0.000000
9,342.100000,0.059833,0.000000
0,343.100000,0.014527,0.000000
1,343.100000,0.014583,0.000000
2,343.100000,0.059833,0.000000
3,343.100000,0.070488,0.000000
4,343.100000,0.080385,0.000000
5,343.100000,0.014564,0.000000
6,343.100000,0.059833,0.000000
7,343.100000,0.080386,0.000000
8,343.100000,0.049293,0.000000
9,343.100000,0.059833,0.000000
0,344.100000,0.014526,0.000000
1,344.100000,0.014575,0.000000
2,344.100000,0.059833,0.000000
3,344.100000,0.057964,0.000000
4,344.100000,0.080386,0.000000
5,344.100000,0.014566,0.000000
6,344.100000,0.059833,0.000000
7,344.100000,0.080386,0.000000
8,344.100000,0.049291,0.000000
9,344.100000,0.059833,0.000000
0,345.100000,0.014525,0.000000
1,345.100000,0.014544,0.000000
2,345.100000,0.059833,0.000000
3,345.100000,0.621331,0.000000
4,345.100000,0.080386,0.000000
5,345.100000,0.014565,0.000000
6,345.100000,0.059833,0.000000
7,345.100000,0.080386,0.000000
8,345.100000,0.049287,0.000000
9,345.100000,0.059833,0.000000
0,346.100000,0.014533,0.000000
1,346.100000,0.014546,0.000000
2,346.100000,0.059833,0.000000
3,346.100000,0.049281,0.000000
4,346.100000,0.080386,0.000000
5,346.100000,0.014573,0.000000
6,346.100000,0.059833,0.000000
7,346.100000,0.080385,0.000000
8,346.100000,0.049288,0.000000
9,346.100000,0.059833,0.000000
0,347.100000,0.014562,0.000000
1,347.100000,0.014569,0.000000
2,347.100000,0.059834,0.000000
3,347.100000,0.049280,0.000000
4,347.100000,0.080385,0.000000
5,347.100000,0.014582,0.000000
6,347.100000,0.059833,0.000000
7,347.100000,0.080385,0.000000
8,347.100000,0.049275,0.000000
9,347.100000,0.059833,0.000000
0,348.100000,0.014564,0.000000
1,348.100000,0.014569,0.000000
2,348.100000,0.059833,0.000000
3,348.100000,0.049279,0.000000
4,348.100000,0.080386,0.000000
5,348.100000,0.014569,0.000000
6,348.100000,0.059833,0.000000
7,348.100000,0.080386,0.000000
8,348.100000,0.049290,0.000000
9,348.100000,0.059833,0.000000
0,349.100000,0.014542,0.000000
1,349.100000,0.014562,0.000000
2,349.100000,0.059833,0.000000
3,349.100000,0.049279,0.000000
4,349.100000,0.080385,0.000000
5,349.100000,0.014562,0.000000
6,349.100000,0.059833,0.000000
7,349.100000,0.080385,0.000000
8,349.100000,0.049293,0.000000
9,349.100000,0.059833,0.000000
0,350.100000,0.042553,0.000000
1,350.100000,0.059833,0.000000
2,350.100000,0.080386,0.000000
3,350.100000,0.014583,0.000000
4,350.100000,0.049293,0.000000
5,350.100000,0.042553,0.000000
6,350.100000,0.049304,0.000000
7,350.100000,0.049316,0.000000
8,350.100000,0.042553,0.000000
9,350.100000,0.049279,0.000000
0,351.100000,0.042554,0.000000
1,351.100000,0.059833,0.000000
2,351.100000,0.080386,0.000000
3,351.100000,0.014570,0.000000
4,351.100000,0.049291,0.000000
5,351.100000,0.042553,0.000000
6,351.100000,0.049286,0.000000
7,351.100000,0.049304,0.000000
8,351.100000,0.042553,0.000000
9,351.100000,0.049296,0.000000
0,352.100000,0.042554,0.000000
1,352.100000,0.059833,0.000000
2,352.100000,0.080385,0.000000
3,352.100000,0.014576,0.000000
4,352.100000,0.049286,0.000000
5,352.100000,0.042553,0.000000
6,352.100000,0.049303,0.000000
7,352.100000,0.049295,0.000000
8,352.100000,0.042553,0.000000
9,352.100000,0.049297,0.000000
0,353.100000,0.042554,0.000000
1,353.100000,0.059833,0.000000
2,353.100000,0.080386,0.000000
3,353.100000,0.014575,0.000000
4,353.100000,0.049278,0.000000
5,353.100000,0.042553,0.000000
6,353.100000,0.049295,0.000000
7,353.100000,0.049288,0.000000
8,353.100000,0.042553,0.000000
9,353.100000,0.049287,0.000000
0,354.100000,0.042554,0.000000
1,354.100000,0.059833,0.000000
2,354.100000,0.080386,0.000000
3,354.100000,0.014581,0.000000
4,354.100000,0.049292,0.000000
5,354.100000,0.042553,0.000000
6,354.100000,0.049295,0.000000
7,354.100000,0.049286,0.000000
8,354.100000,0.042553,0.000000
9,354.100000,0.049289,0.000000
0,355.100000,0.042554,0.000000
1,355.100000,0.059833,0.000000
2,355.100000,0.080385,0.000000
3,355.100000,0.014585,0.000000
4,355.100000,0.049290,0.000000
5,355.100000,0.042553,0.000000
6,355.100000,0.049297,0.000000
7,355.100000,0.049294,0.000000
8,355.100000,0.042553,0.000000
9,355.100000,0.049279,0.000000
0,356.100000,0.042554,0.000000
1,356.100000,0.059833,0.000000
2,356.100000,0.080386,0.000000
3,356.100000,0.014565,0.000000
4,356.100000,0.049279,0.000000
5,356.100000,0.042553,0.000000
6,356.100000,0.049294,0.000000
7,356.100000,0.049295,0.000000
8,356.100000,0.042553,0.000000
9,356.100000,0.049281,0.000000
0,357.100000,0.042554,0.000000
1,357.100000,0.059833,0.000000
2,357.100000,0.080386,0.000000
3,357.100000,0.014551,0.000000
4,357.100000,0.049288,0.000000
5,357.100000,0.042553,0.000000
6,357.100000,0.049294,0.000000
7,357.100000,0.049294,0.000000
8,357.100000,0.042553,0.000000
9,357.100000,0.049288,0.000000
0,358.100000,0.042554,0.000000
1,358.100000,0.059833,0.000000
2,358.100000,0.080385,0.000000
3,358.100000,0.014568,0.000000
4,358.100000,0.049283,0.000000
5,358.100000,0.042553,0.000000
6,358.100000,0.049286,0.000000
7,358.100000,0.049277,0.000000
8,358.100000,0.042553,0.000000
9,358.100000,0.049280,0.000000
0,359.100000,0.042554,0.000000
1,359.100000,0.059833,0.000000
2,359.100000,0.080386,0.000000
3,359.100000,0.014573,0.000000
4,359.100000,0.049290,0.000000
5,359.100000,0.042553,0.000000
6,359.100000,0.049301,0.000000
7,359.100000,0.049297,0.000000
8,359.100000,0.042553,0.000000
9,359.100000,0.049289,0.000000
0,360.100000,0.621120,0.000000
1,360.100000,0.080386,0.000000
2,360.100000,0.049288,0.000000
3,360.100000,0.042553,0.000000
4,360.100000,0.014573,0.000000
5,360.100000,0.059833,0.000000
6,360.100000,0.042553,0.000000
7,360.100000,0.042553,0.000000
8,360.100000,0.080386,0.000000
9,360.100000,0.049287,0.000000
0,361.100000,0.621125,0.000000
1,361.100000,0.080386,0.000000
2,361.100000,0.049281,0.000000
3,361.100000,0.042553,0.000000
4,361.100000,0.014567,0.000000
5,361.100000,0.059833,0.000000
6,361.100000,0.042553,0.000000
7,361.100000,0.042553,0.000000
8,361.100000,0.080385,0.000000
9,361.100000,0.049294,0.000000
0,362.100000,0.621115,0.000000
1,362.100000,0.080385,0.000000
2,362.100000,0.049293,0.000000
3,362.100000,0.042553,0.000000
4,362.100000,0.014563,0.000000
5,362.100000,0.059833,0.000000
6,362.100000,0.042553,0.000000
7,362.100000,0.042553,0.000000
8,362.100000,0.080386,0.000000
9,362.100000,0.049285,0.000000
0,363.100000,0.621121,0.000000
1,363.100000,0.080387,0.000000
2,363.100000,0.049286,0.000000
3,363.100000,0.042553,0.000000
4,363.100000,0.014572,0.000000
5,363.100000,0.059833,0.000000
6,363.100000,0.042553,0.000000
7,363.100000,0.042553,0.000000
8,363.100000,0.080386,0.000000
9,363.100000,0.049319,0.000000
0,364.100000,0.621152,0.000000
1,364.100000,0.080386,0.000000
2,364.100000,0.049280,0.000000
3,364.100000,0.042553,0.000000
4,364.100000,0.014582,0.000000
5,364.100000,0.059834,0.000000
6,364.100000,0.042553,0.000000
7,364.100000,0.042553,0.000000
8,364.100000,0.080386,0.000000
9,364.100000,0.049312,0.000000
0,365.100000,0.621161,0.000000
1,365.100000,0.080385,0.000000
2,365.100000,0.049284,0.000000
3,365.100000,0.042553,0.000000
4,365.100000,0.014563,0.000000
5,365.100000,0.059833,0.000000
6,365.100000,0.042553,0.000000
7,365.100000,0.042553,0.000000
8,365.100000,0.080385,0.000000
9,365.100000,0.049301,0.000000
0,366.100000,0.621182,0.000000
1,366.100000,0.080386,0.000000
2,366.100000,0.049285,0.000000
3,366.100000,0.042553,0.000000
4,366.100000,0.014557,0.000000
5,366.100000,0.059833,0.000000
6,366.100000,0.042553,0.000000
7,366.100000,0.042553,0.000000
8,366.100000,0.080386,0.000000
9,366.100000,0.049295,0.000000
0,367.100000,0.621175,0.000000
1,367.100000,0.080385,0.000000
2,367.100000,0.049282,0.000000
3,367.100000,0.042553,0.000000
4,367.100000,0.014559,0.000000
5,367.100000,0.059833,0.000000
6,367.100000,0.042553,0.000000
7,367.100000,0.042553,0.000000
8,367.100000,0.080386,0.000000
9,367.100000,0.049282,0.000000
0,368.100000,0.621190,0.000000
1,368.100000,0.080386,0.000000
2,368.100000,0.049272,0.000000
3,368.100000,0.042553,0.000000
4,368.100000,0.014574,0.000000
5,368.100000,0.059833,0.000000
6,368.100000,0.042553,0.000000
7,368.100000,0.042553,0.000000
8,368.100000,0.080384,0.000000
9,368.100000,0.049299,0.000000
0,369.100000,0.621167,0.000000
1,369.100000,0.080386,0.000000
2,369.100000,0.049284,0.000000
3,369.100000,0.042553,0.000000
4,369.100000,0.014564,0.000000
5,369.100000,0.059833,0.000000
6,369.100000,0.042553,0.000000
7,369.100000,0.042554,0.000000
8,369.100000,0.080387,0.000000
9,369.100000,0.049283,0.000000
0,370.100000,0.059833,0.000000
1,370.100000,0.049277,0.000000
2,370.100000,0.014568,0.000000
3,370.100000,0.059833,0.000000
4,370.100000,0.042553,0.000000
5,370.100000,0.049296,0.000000
6,370.100000,0.080385,0.000000
7,370.100000,0.080399,0.000000
8,370.100000,0.014561,0.000000
9,370.100000,0.042553,0.000000
0,371.100000,0.059833,0.000000
1,371.100000,0.049281,0.000000
2,371.100000,0.014561,0.000000
3,371.100000,0.059833,0.000000
4,371.100000,0.042553,0.000000
5,371.100000,0.049293,0.000000
6,371.100000,0.080387,0.000000
7,371.100000,0.080442,0.000000
8,371.100000,0.014564,0.000000
9,371.100000,0.042553,0.000000
0,372.100000,0.059833,0.000000
1,372.100000,0.049281,0.000000
2,372.100000,0.014564,0.000000
3,372.100000,0.059833,0.000000
4,372.100000,0.042553,0.000000
5,372.100000,0.049288,0.000000
6,372.100000,0.080385,0.000000
7,372.100000,0.080446,0.000000
8,372.100000,0.014530,0.000000
9,372.100000,0.042553,0.000000
0,373.100000,0.059833,0.000000
1,373.100000,0.049291,0.000000
2,373.100000,0.014559,0.000000
3,373.100000,0.059833,0.000000
4,373.100000,0.042553,0.000000
5,373.100000,0.049285,0.000000
6,373.100000,0.080385,0.000000
7,373.100000,0.084415,0.000000
8,373.100000,0.014524,0.000000
9,373.100000,0.042553,0.000000
0,374.100000,0.059833,0.000000
1,374.100000,0.049280,0.000000
2,374.100000,0.014568,0.000000
3,374.100000,0.059833,0.000000
4,374.100000,0.042553,0.000000
5,374.100000,0.049283,0.000000
6,374.100000,0.080386,0.000000
7,374.100000,0.098334,0.000000
8,374.100000,0.014525,0.000000
9,374.100000,0.042553,0.000000
0,375.100000,0.059833,0.000000
1,375.100000,0.049284,0.000000
2,375.100000,0.014572,0.000000
3,375.100000,0.059834,0.000000
4,375.100000,0.042553,0.000000
5,375.100000,0.049292,0.000000
6,375.100000,0.080385,0.000000
7,375.100000,0.116748,0.000000
8,375.100000,0.014525,0.000000
9,375.100000,0.042553,0.000000
0,376.100000,0.059833,0.000000
1,376.100000,0.049285,0.000000
2,376.100000,0.014563,0.000000
3,376.100000,0.059833,0.000000
4,376.100000,0.042553,0.000000
5,376.100000,0.049288,0.000000
6,376.100000,0.080386,0.000000
7,376.100000,0.149377,0.000000
8,376.100000,0.014524,0.000000
9,376.100000,0.042553,0.000000
0,377.100000,0.059833,0.000000
1,377.100000,0.049285,0.000000
2,377.100000,0.014568,0.000000
3,377.100000,0.059833,0.000000
4,377.100000,0.042553,0.000000
5,377.100000,0.049285,0.000000
6,377.100000,0.080385,0.000000
7,377.100000,0.193015,0.000000
8,377.100000,0.014629,0.000000
9,377.100000,0.042553,0.000000
0,378.100000,0.059833,0.000000
1,378.100000,0.049301,0.000000
2,378.100000,0.014589,0.000000
3,378.100000,0.059833,0.000000
4,378.100000,0.042553,0.000000
5,378.100000,0.049289,0.000000
6,378.100000,0.080386,0.000000
7,378.100000,0.948280,0.000000
8,378.100000,0.014655,0.000000
9,378.100000,0.042553,0.000000
0,379.100000,0.059833,0.000000
1,379.100000,0.049298,0.000000
2,379.100000,0.014594,0.000000
3,379.100000,0.059833,0.000000
4,379.100000,0.042553,0.000000
5,379.100000,0.049283,0.000000
6,379.100000,0.080387,0.000000
7,379.100000,0.948149,0.000000
8,379.100000,0.014700,0.000000
9,379.100000,0.042553,0.000000
0,380.100000,0.294092,0.000000
1,380.100000,0.042553,0.000000
2,380.100000,0.042553,0.000000
3,380.100000,0.080385,0.000000
4,380.100000,0.059833,0.000000
5,380.100000,0.080386,0.000000
6,380.100000,0.049294,0.000000
7,380.100000,0.885361,0.000000
8,380.100000,0.059831,0.000000
9,380.100000,0.080387,0.000000
0,381.100000,0.942169,0.000000
1,381.100000,0.042554,0.000000
2,381.100000,0.042553,0.000000
3,381.100000,0.080386,0.000000
4,381.100000,0.059833,0.000000
5,381.100000,0.080386,0.000000
6,381.100000,0.049289,0.000000
7,381.100000,0.914645,0.000000
8,381.100000,0.059831,0.000000
9,381.100000,0.080385,0.000000
0,382.100000,0.947790,0.000000
1,382.100000,0.042553,0.000000
2,382.100000,0.042553,0.000000
3,382.100000,0.080385,0.000000
4,382.100000,0.059833,0.000000
5,382.100000,0.080385,0.000000
6,382.100000,0.049285,0.000000
7,382.100000,0.945037,0.000000
8,382.100000,0.059831,0.000000
9,382.100000,0.080385,0.000000
0,383.100000,0.947919,0.000000
1,383.100000,0.042553,0.000000
2,383.100000,0.042553,0.000000
3,383.100000,0.080386,0.000000
4,383.100000,0.059833,0.000000
5,383.100000,0.080386,0.000000
6,383.100000,0.049294,0.000000
7,383.100000,0.953355,0.000000
8,383.100000,0.059831,0.000000
9,383.100000,0.080386,0.000000
0,384.100000,0.947999,0.000000
1,384.100000,0.042553,0.000000
2,384.100000,0.042553,0.000000
3,384.100000,0.080385,0.000000
4,384.100000,0.059833,0.000000
5,384.100000,0.080385,0.000000
6,384.100000,0.049283,0.000000
7,384.100000,0.958444,0.000000
8,384.100000,0.059831,0.000000
9,384.100000,0.080385,0.000000
0,385.100000,0.948016,0.000000
1,385.100000,0.042553,0.000000
2,385.100000,0.042553,0.000000
3,385.100000,0.080385,0.000000
4,385.100000,0.059833,0.000000
5,385.100000,0.080386,0.000000
6,385.100000,0.049286,0.000000
7,385.100000,0.958263,0.000000
8,385.100000,0.059831,0.000000
9,385.100000,0.080386,0.000000
0,386.100000,0.948038,0.000000
1,386.100000,0.042553,0.000000
2,386.100000,0.042553,0.000000
3,386.100000,0.080386,0.000000
4,386.100000,0.059833,0.000000
5,386.100000,0.080385,0.000000
6,386.100000,0.049290,0.000000
7,386.100000,0.958301,0.000000
8,386.100000,0.059831,0.000000
